recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,recordist,license,remarks,background_species,status
XC133792,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,song,male,adult,0,2013-05-15,09:00,,Rating,40.899,-74.182,100,E,Natural song from an adult male foraging about 15m up in red oak in deciduous woodland with lots of traffic and talking in the background.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural song from an adult male foraging about 15m up in red oak in deciduous woodland with lots of traffic and talking in the background.,.,success
XC133794,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,call,male,,0,2013-05-15,10:00,,Rating,40.899,-74.182,100,E,Natural song and a chip note from a male 4m up in oak along bare ridgetop with deciduous woodland on either side.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural song and a chip note from a male 4m up in oak along bare ridgetop with deciduous woodland on either side.,Black-throated Blue Warbler Setophaga caerulescens,success
XC133902,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,,,0,2013-05-16,18:14,,Rating,44.385,-93.202,280,E,"Recording starts with a somewhat prominent Cerulean Warbler in the background, which continues throughout the cut. The cerulean was actually my target, but it was quite distant and the Redstart is much louder. Several seconds of recordist chatter were cut from the recording where there is a slight gap.",Creative Commons Attribution-ShareAlike 3.0,"Recording starts with a somewhat prominent Cerulean Warbler in the background, which continues throughout the cut. The cerulean was actually my target, but it was quite distant and the Redstart is much louder. Several seconds of recordist chatter were cut from the recording where there is a slight gap.
Part of a mixed flock of warblers in relatively open deciduous woodland just beginning to leaf out.
Recorded with homemade parabolic reflector and Olympus LS-10S. Low frequency filtering for highw",", which continues throughout the cut. The cerulean was actually my target, but it was quite distant and the Redstart is much louder. Several seconds of recordist chatter were cut from the recording wh",success
XC133923,Scolopax minor,Scolopax,minor,,American Woodcock,flight,,,0,2013-05-16,21:08,,Rating,44.385,-93.202,280,E,A couple iterations of a woodcock display over a calcareous fen. A second woodcock can be heard displaying in the background.,Creative Commons Attribution-ShareAlike 3.0,"A couple iterations of a woodcock display over a calcareous fen. A second woodcock can be heard displaying in the background.
Recorded with homemade Parabolic reflector and Olympus LS-10S. Some light filtering below 500Hz.",.,success
XC133969,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,male,,0,2013-03-22,07:00,,Rating,34.285,-114.069,150,E,"Male giving several song types while patrolling his territory. Unfortunate airplane noise is not filtered out so as not to cut out the soft, low-pitched, airy rattle preceding each song.",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Male giving several song types while patrolling his territory. Unfortunate airplane noise is not filtered out so as not to cut out the soft, low-pitched, airy rattle preceding each song.",Ash-throated Flycatcher Myiarchus cinerascens,success
XC133979,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,male,,0,2013-03-22,07:10,,Rating,34.285,-114.069,150,E,Male singing while patrolling his territory. Same bird as XC133969,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Male singing while patrolling his territory. Same bird as XC133969,Lesser Goldfinch Spinus psaltria,success
XC133993,Setophaga striata,Setophaga,striata,,Blackpoll Warbler,song,,,0,1992-06-21,,,Rating,41.9978,-74.3857,1300,E,Natural song from a territorial bird in stunted coniferous forest at peak.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural song from a territorial bird in stunted coniferous forest at peak.,Purple Finch Haemorhous purpureus,success
XC133996,Spizella breweri,Spizella,breweri,,Brewer's Sparrow,song,,,0,2013-05-11,07:00,,Rating,37.095,-113.957,1100,E,Human voice from 0:06 to 0:08. Flock of 5-10 birds singing from desert scrub.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Human voice from 0:06 to 0:08. Flock of 5-10 birds singing from desert scrub.,Northern Mockingbird Mimus polyglottos,success
XC133998,Setophaga striata,Setophaga,striata,,Blackpoll Warbler,song,,,0,1992-06-21,,,Rating,41.9978,-74.3857,1300,E,Natural song from a territorial bird in stunted coniferous forest at peak. Different individual from XC133993.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural song from a territorial bird in stunted coniferous forest at peak. Different individual from XC133993.,Myrtle Warbler Setophaga coronata,success
XC134014,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,0,1993-05-15,,,Rating,41.102,-74.437,320,E,Natural songs from a territorial bird in hemlock-dominated glen amid deciduous forest.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural songs from a territorial bird in hemlock-dominated glen amid deciduous forest.,Veery Catharus fuscescens,success
XC134017,Poecile atricapillus,Poecile,atricapillus,,Black-capped Chickadee,alarm,,,0,1994-02-04,,,Rating,41.92,-70.543,20,E,Vocalizations (several) probably response to pishing from a group of birds in coastal second growth around cranberry bog.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Vocalizations (several) probably response to pishing from a group of birds in coastal second growth around cranberry bog.,none,success
XC134100,Mniotilta varia,Mniotilta,varia,,Black-and-white Warbler,call,"male, female",,0,2013-05-18,09:00,,Rating,40.043,-76.345,90,E,Natural calls from foraging female about 6m up in a boxelder overhanging creek. The final two calls were given in flight.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural calls from foraging female about 6m up in a boxelder overhanging creek. The final two calls were given in flight.,Song Sparrow Melospiza melodia,success
XC134185,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,0,2013-05-19,10:30,,Rating,40.043,-76.345,90,E,Natural song from a bird about 10m up in red oak in suburban neighborhood.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Natural song from a bird about 10m up in red oak in suburban neighborhood.,Great Crested Flycatcher Myiarchus crinitus,success
XC134349,Hirundo rustica,Hirundo,rustica,,Barn Swallow,song,male,,0,2013-05-19,18:20,,Rating,51.4226,23.1201,170,E,"Sitting bird, probably lonely male, sound of playing children in village, and low noise of some kind compressor",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Sitting bird, probably lonely male, sound of playing children in village, and low noise of some kind compressor",none,success
XC134439,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,song,,,0,2013-05-21,06:00,,Rating,44.942,-93.259,260,E,Two songs from an unseen bird in an urban park.,Creative Commons Attribution-ShareAlike 3.0,Two songs from an unseen bird in an urban park.,Canada Goose Branta canadensis,success
XC134495,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0,2013-05-18,16:23,,Rating,45.4596,-70.741,460,E,One individual calling at regular intervals from a dead tree overlooking a small swamp.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,One individual calling at regular intervals from a dead tree overlooking a small swamp.,Ruby-crowned Kinglet Corthylio calendula,success
XC134496,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,male,,0,2013-05-18,07:09,,Rating,45.4596,-70.741,460,E,One individual singing from a low perch.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,One individual singing from a low perch.,none,success
XC134499,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,"male, female",,0,2013-05-18,07:40,,Rating,45.4596,-70.741,460,E,One individual singing while foraging with a female nearby.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,One individual singing while foraging with a female nearby.,none,success
XC134501,Scolopax minor,Scolopax,minor,,American Woodcock,call,,,0,2013-05-17,20:40,,Rating,45.4596,-70.741,460,E,One individual calling while foraging on the ground.,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,One individual calling while foraging on the ground.,none,success
XC134502,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC134504,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC134505,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC134872,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC134874,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC134876,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC134994,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135026,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135052,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135053,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135054,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135055,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135067,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135075,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135086,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135087,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135110,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135117,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135120,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135284,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135440,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135451,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135454,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135455,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135456,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135457,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135459,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135460,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135462,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135463,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135466,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135468,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135476,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135477,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135478,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135492,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135494,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135495,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135496,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135497,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135498,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135499,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135501,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135502,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135503,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135680,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135688,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC135883,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136021,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136035,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136051,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136052,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136053,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136054,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136055,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136115,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136140,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC136330,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137040,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137041,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137042,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137043,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137044,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137045,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137527,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137570,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137604,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137605,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137610,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137618,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137637,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137714,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137726,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137741,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137774,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC137865,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138054,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138063,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138065,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138066,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138068,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138069,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138073,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138084,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138085,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138093,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138140,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138154,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138159,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138517,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138610,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138633,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138639,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138706,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138718,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC138873,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139055,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139086,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139089,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139144,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139171,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139433,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139438,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139439,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139446,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139577,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139595,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139598,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139603,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139605,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139608,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139610,,,,,,,,,,,,,,,,,,,,,,"error: Message: unknown error: net::ERR_INTERNET_DISCONNECTED
  (Session info: chrome=144.0.7559.133)
Stack"
XC139613,Certhia americana,Certhia,americana,,Brown Creeper,song,,,0,2013-06-23,12:30,,Rating,35.6151,-83.4151,1700,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC139614,Certhia americana,Certhia,americana,,Brown Creeper,song,,,0,2013-06-23,11:00,,Rating,35.6151,-83.4151,1700,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC139619,Certhia americana,Certhia,americana,,Brown Creeper,song,,,0,2013-06-23,11:30,,Rating,35.6151,-83.4151,1700,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
XC139728,Hirundo rustica,Hirundo,rustica,,Barn Swallow,,,juvenile,0,2013-06-22,08:30,,Rating,40.1967,-75.3964,50,E,"5 perched on wires, calls speed up as adult approaches",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"5 perched on wires, calls speed up as adult approaches",none,success
XC139729,Icterus galbula,Icterus,galbula,,Baltimore Oriole,,male,juvenile,0,2013-06-08,07:30,,Rating,40.1175,-75.0627,40,E,with adult male calls,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,with adult male calls,none,success
XC139739,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,flight,,,0,2013-05-17,00:26,,Rating,40.0626,-75.1254,60,E,nocturnal call,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,nocturnal call,none,success
XC139740,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,flight,,,0,2013-05-17,02:03,,Rating,40.0626,-75.1254,60,E,nocturnal call,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,nocturnal call,none,success
XC139798,Spinus tristis,Spinus,tristis,,American Goldfinch,song,male,,0,2013-05-05,10:30,,Rating,41.1267,-104.697,1800,E,None given,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,None given,none,success
