recording_id,scientific_name,genus,species,subspecies,english_name,call_type,sex,life_stage,duration_seconds,date,time,country,location,latitude,longitude,altitude,quality,quality_flag,description,license,remarks,background_species,status
XC233345,Psaltriparus minimus,Psaltriparus,minimus,,American Bushtit,call,,,0.0,2012-06-12,12:00,,Rating,19.699,-101.135,2200.0,,unknown,Subtropical shrubland/Eucalyptus plantation. Flock of birds.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Subtropical shrubland/Eucalyptus plantation. Flock of birds.,none,success
XC233346,,,,,No recording found,,,,0.0,1999-05-28,,,,,,,,unknown,,,,,success
XC233380,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0.0,2015-03-25,16:57,,Rating,29.5833,-95.6113,20.0,,unknown,Bird perched in a branch approximately to a height of 4 meters (13.3 feet) above the floor.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird perched in a branch approximately to a height of 4 meters (13.3 feet) above the floor.,House Sparrow Passer domesticus,success
XC233388,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0.0,2015-03-15,12:33,,Rating,35.2396,-119.9018,600.0,,unknown,Bird singing on sage brush near dry salt lake.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird singing on sage brush near dry salt lake.,Western Meadowlark Sturnella neglecta,success
XC233389,Artemisiospiza belli,Artemisiospiza,belli,,Bell's Sparrow,song,,,0.0,2015-03-15,12:45,,Rating,35.2396,-119.9018,600.0,,unknown,Bird singing on sage brush near dry salt lake.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird singing on sage brush near dry salt lake.,none,success
XC233403,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0.0,2015-03-25,17:11,,Rating,29.5831,-95.6131,20.0,,unknown,"Bird at height of approximately 7 meters (22.9659 feet), perched in a branch next to a nest. The bird did not interact with the nest while the recording was made so It is not known if that was its nest, though is more likely that it was.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Bird at height of approximately 7 meters (22.9659 feet), perched in a branch next to a nest. The bird did not interact with the nest while the recording was made so It is not known if that was its nest, though is more likely that it was.",none,success
XC233489,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,call,,,0.0,2015-03-19,10:30,,Rating,34.3007,-113.4803,380.0,,unknown,High pass filter run and amplified.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,High pass filter run and amplified.,none,success
XC233496,Corvus brachyrhynchos,Corvus,brachyrhynchos,,American Crow,call,,,0.0,2015-02-11,13:30,,Rating,48.4175,-122.6515,10.0,,unknown,"To me this individual sounds somewhat intermediate between American and Northwestern Crow (but maybe more American?) and is from the hybrid zone. Since there isn't a good way to upload hybrid swarms like this I uploaded it as American Crow. It was paired with an individual that sounded more Northwestern to me, but I was unable to get a recording of that bird. Both birds were feeding on the beach and in a parking lot. Recording amplified and slightly clipped from a longer cut (clipped because of airplane noise).",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"To me this individual sounds somewhat intermediate between American and Northwestern Crow (but maybe more American?) and is from the hybrid zone. Since there isn't a good way to upload hybrid swarms like this I uploaded it as American Crow. It was paired with an individual that sounded more Northwestern to me, but I was unable to get a recording of that bird. Both birds were feeding on the beach and in a parking lot. Recording amplified and slightly clipped from a longer cut (clipped because of ",American Robin Turdus migratorius,success
XC234215,Setophaga fusca,Setophaga,fusca,,Blackburnian Warbler,call,,,0.0,2015-04-04,16:30,,Rating,13.8285,-89.5695,1000.0,,unknown,Two birds foraging seen on the top of a tree without foliage.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Two birds foraging seen on the top of a tree without foliage.,Barred Antshrike Thamnophilus doliatus,success
XC234317,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,flight,,,0.0,2015-04-05,08:45,,Rating,41.1987,-73.8832,,,unknown,Two recordings pasted together; flock flying around. Continued some more during the morning.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Two recordings pasted together; flock flying around. Continued some more during the morning.,Song Sparrow Melospiza melodia,success
XC234524,Strix varia,Strix,varia,,Barred Owl,call,,,0.0,2015-04-05,07:02,,Rating,32.6724,-93.9534,60.0,,unknown,"Mature riparian, dense understory. WODU, RBWO, DOWO, HAWO, YTVI, REVI (3), AMCR, BRTH, LOWA, SWWA, HOWA (4) also present. Two birds observed- duet. I said S variUS.....):",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Mature riparian, dense understory. WODU, RBWO, DOWO, HAWO, YTVI, REVI (3), AMCR, BRTH, LOWA, SWWA, HOWA (4) also present. Two birds observed- duet. I said S variUS.....):",Blue-grey Gnatcatcher Polioptila caerulea,success
XC234550,Recurvirostra americana,Recurvirostra,americana,,American Avocet,,,adult,0.0,2015-04-05,10:35,,Rating,35.737,-119.1783,120.0,,unknown,"This 9 second recording documents approximately 15 ""woo"" notes that a lone adult American Avocet (sex not determined) gave. This bird was performing a broken-wing act and presumably trying to lure me toward it and away from a presumably active nest. This bird was about 20 meters away from me and the recorder. This recording was made on the Lake Woollomes lakebed.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"This 9 second recording documents approximately 15 ""woo"" notes that a lone adult American Avocet (sex not determined) gave. This bird was performing a broken-wing act and presumably trying to lure me toward it and away from a presumably active nest. This bird was about 20 meters away from me and the recorder. This recording was made on the Lake Woollomes lakebed.
Just as the recording ends, one can hear the first note of a Killdeer.",Killdeer Charadrius vociferus,success
XC234669,Cyanocitta cristata,Cyanocitta,cristata,,Blue Jay,call,,,0.0,2015-04-07,12:41,,Rating,29.5974,-95.5859,20.0,,unknown,On a tree in front of a house.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,On a tree in front of a house.,none,success
XC234785,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,song,,,0.0,2015-04-05,11:30,,Rating,44.3211,-78.3264,220.0,,unknown,Recorded from car window...sitting on fence post 20 ft away. Gives high pitched song twice in recording. Track filtered. BHCO have just returned from the south.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Recorded from car window...sitting on fence post 20 ft away. Gives high pitched song twice in recording. Track filtered. BHCO have just returned from the south.,American Crow Corvus brachyrhynchos,success
XC235031,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,song,,,0.0,2015-03-17,16:32,,Rating,32.3712,-93.7086,60.0,,unknown,"Fol XC234662. Continuation. Mimicry possibly including Mississippi Kite, Northern Cardinal, Blue Jay, Eastern Phoebe, American Robin, Carolina Wren, House Sparrow, others, with Eastern Phoebe being most clear and striking.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Fol XC234662. Continuation. Mimicry possibly including Mississippi Kite, Northern Cardinal, Blue Jay, Eastern Phoebe, American Robin, Carolina Wren, House Sparrow, others, with Eastern Phoebe being most clear and striking.",American Goldfinch Spinus tristis,success
XC235054,Myiarchus cinerascens,Myiarchus,cinerascens,,Ash-throated Flycatcher,song,,,0.0,2015-03-31,06:00,,Rating,32.4239,-110.9233,800.0,,unknown,Natural vocalizations. Recording not modified.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Natural vocalizations. Recording not modified.,none,success
XC235197,Polioptila caerulea,Polioptila,caerulea,,Blue-grey Gnatcatcher,call,,,0.0,2014-06-11,19:30,,Rating,40.1927,-92.6379,280.0,,unknown,Calls only. Interesting to see the variation in the introductory note. Forested habitat at Thousand Hills State Park.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Calls only. Interesting to see the variation in the introductory note. Forested habitat at Thousand Hills State Park.,none,success
XC235427,Molothrus ater,Molothrus,ater,,Brown-headed Cowbird,song,male,adult,0.0,2015-04-12,16:00,,Rating,41.9661,-71.6847,170.0,,unknown,"Recorded with Canon EOS Rebel T3i built-in mic. Recording was equalized for the frequency of call, then amplified, then noise-reduced using Audacity. Habitat: residential, lakeside, wooded. Behavior: Perched 30 ft up in Red Oak, singing away for several minutes. Plumage: Adult male. Conditions: Sunny, late afternoon, no clouds, slight breeze.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Recorded with Canon EOS Rebel T3i built-in mic. Recording was equalized for the frequency of call, then amplified, then noise-reduced using Audacity. Habitat: residential, lakeside, wooded. Behavior: Perched 30 ft up in Red Oak, singing away for several minutes. Plumage: Adult male. Conditions: Sunny, late afternoon, no clouds, slight breeze.",Red-winged Blackbird Agelaius phoeniceus,success
XC235490,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,call,,,0.0,2015-03-22,09:30,,Rating,-4.3667,-79.9001,700.0,,unknown,Bird glimpsed but mostly hidden.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird glimpsed but mostly hidden.,Ecuadorian Thrush Turdus maculirostris,success
XC235492,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,call,,,0.0,2015-03-22,09:30,,Rating,-4.3667,-79.9001,700.0,,unknown,Bird glimpsed but mostly hidden.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird glimpsed but mostly hidden.,Ecuadorian Thrush Turdus maculirostris,success
XC235680,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,song,,,0.0,2015-04-14,07:30,,Rating,34.6679,-89.4666,110.0,,unknown,Bird heard singing on Lake Loop Trail at Wall Doxey State Park. Located near spring.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird heard singing on Lake Loop Trail at Wall Doxey State Park. Located near spring.,Blue-grey Gnatcatcher Polioptila caerulea,success
XC236020,Scolopax minor,Scolopax,minor,,American Woodcock,call,male,,0.0,2015-04-14,20:00,,Rating,42.5558,-89.1313,240.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC236409,Megaceryle alcyon,Megaceryle,alcyon,,Belted Kingfisher,flight,,,0.0,2015-04-17,06:30,,Rating,44.3211,-78.3264,220.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,American Robin Turdus migratorius,success
XC236555,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,song,male,adult,0.0,2015-04-18,09:21,,Rating,36.5862,-93.8197,420.0,,unknown,The bird singing this atypical song appeared to a phenotypically normal adult male.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,The bird singing this atypical song appeared to a phenotypically normal adult male.,none,success
XC236563,Spinus tristis,Spinus,tristis,,American Goldfinch,song,,,0.0,2015-04-18,07:30,,Rating,32.5509,-85.4722,180.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC236564,Spizelloides arborea,Spizelloides,arborea,,American Tree Sparrow,song,,,0.0,2015-04-18,08:00,,Rating,44.3211,-78.3264,220.0,,unknown,Added to collection because best recording I have of American Tree Sparrow singing. Think I saw but not positive. In thicket in between houses and trail in an urban greenway. Too bad song was cut short by joggers who can be heard on unaltered recording.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Added to collection because best recording I have of American Tree Sparrow singing. Think I saw but not positive. In thicket in between houses and trail in an urban greenway. Too bad song was cut short by joggers who can be heard on unaltered recording.,Red-winged Blackbird Agelaius phoeniceus,success
XC236567,Amphispiza bilineata,Amphispiza,bilineata,,Black-throated Sparrow,song,,,0.0,2015-04-10,09:14,,Rating,34.8617,-118.4323,850.0,,unknown,This 1 minute recording documents approximately 19 song bouts of a Black-throated Sparrow. This bird was perched on top of a creosote bush.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"This 1 minute recording documents approximately 19 song bouts of a Black-throated Sparrow. This bird was perched on top of a creosote bush.
This recording was made with an iPhone 5s with a Sennheiser shotgun microphone and Røde Rec application. This recording has not been modified in any manner.",none,success
XC236572,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,song,,,0.0,2015-04-18,09:30,,Rating,34.7638,-90.1336,90.0,,unknown,Heard singing on nature trails at Arkabutla. Could not locate in the dense foliage.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Heard singing on nature trails at Arkabutla. Could not locate in the dense foliage.,none,success
XC236575,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,song,,,0.0,2015-04-17,10:47,,Rating,36.8645,-93.2357,320.0,,unknown,One of at least 11 Blue-winged Warblers at Busiek State Forest.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,One of at least 11 Blue-winged Warblers at Busiek State Forest.,none,success
XC236697,Strix varia,Strix,varia,,Barred Owl,song,,,0.0,2015-04-18,23:10,,Rating,46.8352,-70.5299,360.0,,unknown,"One individual reacting immediately to playback by passing overhead once. Singing from cover and changing perch three or four times. Habitat: mature mixed forest, mature coniferous forest.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"One individual reacting immediately to playback by passing overhead once. Singing from cover and changing perch three or four times. Habitat: mature mixed forest, mature coniferous forest.",none,success
XC236807,Pheucticus melanocephalus,Pheucticus,melanocephalus,,Black-headed Grosbeak,song,male,,0.0,2015-04-12,17:23,,Rating,32.8882,-116.6136,1267.0,,unknown,No modification of the recording,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"No modification of the recording
Coastal Sage, Chaparral, and Oak Woodlands: Live oak....
Male singing at the top of a dead tree",none,success
XC236929,Icterus galbula,Icterus,galbula,,Baltimore Oriole,song,,,0.0,2015-04-21,08:00,,Rating,35.1312,-89.6207,140.0,,unknown,heard singing high in tree. Located and took recording.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,heard singing high in tree. Located and took recording.,none,success
XC237263,Thryomanes bewickii,Thryomanes,bewickii,,Bewick's Wren,song,,,0.0,2015-04-25,06:00,,Rating,35.8048,-106.2459,1900.0,,unknown,This recording was extracted from a video taken with a Canon 7D Mk II DSLR camera using the internal mic. The audio was processed using Adobe Audition's adaptive noise filter to knock down background hiss 15dB.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"This recording was extracted from a video taken with a Canon 7D Mk II DSLR camera using the internal mic. The audio was processed using Adobe Audition's adaptive noise filter to knock down background hiss 15dB.
The wren was sitting in a dead juniper singing for several minutes. Each song was roughly the same, as evidenced by this recording.",hiss 15dB.,success
XC237361,Dolichonyx oryzivorus,Dolichonyx,oryzivorus,,Bobolink,song,,,0.0,2015-04-26,09:30,,Rating,34.5923,-90.4713,60.0,,unknown,Large flock present.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Large flock present.,none,success
XC237375,Scolopax minor,Scolopax,minor,,American Woodcock,song,,,0.0,2015-04-25,20:30,,Rating,42.4971,-76.4579,340.0,,unknown,"The bird was calling form about 10 feet from a marshy shrubby spot near backside of Ithaca airport. There was a second bird, which called once during the recording, which was some distance away. Later it flew out to the displaying spot and became very quiet till we left after about 10 minutes or so.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"The bird was calling form about 10 feet from a marshy shrubby spot near backside of Ithaca airport. There was a second bird, which called once during the recording, which was some distance away. Later it flew out to the displaying spot and became very quiet till we left after about 10 minutes or so.",Spring Peepers (frogs),success
XC237517,Botaurus lentiginosus,Botaurus,lentiginosus,,American Bittern,song,,,0.0,2015-04-26,06:00,,Rating,44.3211,-78.3264,220.0,,unknown,Too windy and low to make good recording. Was pretty close. On E side of path just past second bridge at Miller Creek. There were at least 2 maybe 3 boombing at this location this evening.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Too windy and low to make good recording. Was pretty close. On E side of path just past second bridge at Miller Creek. There were at least 2 maybe 3 boombing at this location this evening.,Red-winged Blackbird Agelaius phoeniceus,success
XC237743,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,call,,,0.0,2015-04-20,12:00,,Rating,29.758,-93.604,0.0,,unknown,Natural song (and calls?) from a bird about 2-4m up in lower branches of live oaks in chenier. The 'zee zer zoo-zoo zee?' pattern of the song is one that is 'inverted' from the usual 'zer zee zoo-zoo zee?',Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Natural song (and calls?) from a bird about 2-4m up in lower branches of live oaks in chenier. The 'zee zer zoo-zoo zee?' pattern of the song is one that is 'inverted' from the usual 'zer zee zoo-zoo zee?',Ruby-crowned Kinglet Corthylio calendula,success
XC237744,Setophaga virens,Setophaga,virens,,Black-throated Green Warbler,flight,,,0.0,2015-04-20,12:00,,Rating,29.758,-93.604,0.0,,unknown,Natural flight call from a bird departing from live oaks in chenier.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Natural flight call from a bird departing from live oaks in chenier.,none,success
XC237806,Sayornis nigricans,Sayornis,nigricans,,Black Phoebe,song,,,0.0,2015-04-19,09:00,,Rating,34.2101,-113.6902,260.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC237821,Scolopax minor,Scolopax,minor,,American Woodcock,song,,,0.0,2015-04-28,10:00,,Rating,44.3211,-78.3264,220.0,,unknown,"Heard two American Woodcock ""peenting"" at Haroldtown Conservation area. This is a small conservation area with cedar, shrubs and overgrown fields.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Heard two American Woodcock ""peenting"" at Haroldtown Conservation area. This is a small conservation area with cedar, shrubs and overgrown fields.",none,success
XC237843,Toxostoma rufum,Toxostoma,rufum,,Brown Thrasher,song,,,0.0,2015-04-26,09:00,,Rating,44.656,-79.014,280.0,,unknown,"8db noise reduction in Audacity. No editing of content. Bird ca 100m distant. Open alvar plain, singing perched on top of thorny bush. Fair weather, little wind. ME66+LS-12 [My first-ever recording that turned out ok]",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"8db noise reduction in Audacity. No editing of content. Bird ca 100m distant. Open alvar plain, singing perched on top of thorny bush. Fair weather, little wind. ME66+LS-12 [My first-ever recording that turned out ok]",Red-winged Blackbird Agelaius phoeniceus,success
XC238065,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,call,,,0.0,1994-01-08,11:32,,Rating,-0.655,-77.784,1700.0,,unknown,"2 perched birds. Wet, selectively logged forest. Reference: LXXVIA 501-531 (Butpla3).. Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"2 perched birds. Wet, selectively logged forest. Reference: LXXVIA 501-531 (Butpla3).. Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).",none,success
XC238074,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,1993-10-23,,,Rating,-0.614,-78.475,3880.0,,unknown,Shallow lagoon on pumice-flat. Reference: LXIIIA 19 (Calbai1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9). Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Shallow lagoon on pumice-flat. Reference: LXIIIA 19 (Calbai1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9). Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).,none,success
XC238075,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,1993-10-23,,,Rating,-0.614,-78.475,3880.0,,unknown,"Shallow lagoon on pumice-flat. Reference: LXIIIA 33, -42 (Calbai2). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9). Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Shallow lagoon on pumice-flat. Reference: LXIIIA 33, -42 (Calbai2). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9). Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).",none,success
XC238076,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,1996-10-23,8:30,,Rating,-2.483,-77.0,260.0,,unknown,"Mudflats on river island. Reference: CXLVIIB 311, 315 (Calbai3). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Mudflats on river island. Reference: CXLVIIB 311, 315 (Calbai3). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).",none,success
XC238077,Calidris bairdii,Calidris,bairdii,,Baird's Sandpiper,call,,,0.0,1983-10-10,,,Rating,-0.614,-78.475,3850.0,,unknown,"Small flock. Shallow lake on pumice flat. Reference: 1983-84 IA 47e,g (Calbai5). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).",Creative Commons Attribution-NonCommercial-ShareAlike 3.0,"Small flock. Shallow lake on pumice flat. Reference: 1983-84 IA 47e,g (Calbai5). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).",none,success
XC238264,Falco sparverius,Falco,sparverius,,American Kestrel,call,,,0.0,1991-11-23,6:20,,Rating,0.54,-78.13,1450.0,,unknown,Arid valley with Acacia scrub. Reference: XXXVIIIA 300-302 (Falspa1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9). Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,Arid valley with Acacia scrub. Reference: XXXVIIIA 300-302 (Falspa1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9). Filtered version on Moore et al. (2013) (http://johnvmoorenaturerecordings.com/pubs/ECUAD/main.htm).,none,success
XC239645,Spinus tristis,Spinus,tristis,,American Goldfinch,song,male,adult,0.0,2015-04-22,06:44,,Rating,41.9661,-71.6847,180.0,,unknown,"Recorded with Canon EOS Rebel T3i built-in mic. Habitat: Deciduous forest bordering wetlands. Behaviour: Singing from treetop for a short period. Plumage: Almost completely molted into adult male. Conditions: Sunny, calm morning.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Recorded with Canon EOS Rebel T3i built-in mic. Habitat: Deciduous forest bordering wetlands. Behaviour: Singing from treetop for a short period. Plumage: Almost completely molted into adult male. Conditions: Sunny, calm morning.",Black-capped Chickadee Poecile atricapillus,success
XC239835,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,song,,,0.0,2015-05-04,06:00,,Rating,30.7096,-87.9585,0.0,,unknown,"Two Black-billed Cuckoos were calling during recording but second is too faint to hear. One audible individual was distant. Recording location is in the heart of the Mobile-Tensaw River Delta, consisting of low emergent freshwater marsh with scattered trees, mainly black willow (Salix nigra). Recorded using iPhone 5s using internal microphone and Rode recording app.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Two Black-billed Cuckoos were calling during recording but second is too faint to hear. One audible individual was distant. Recording location is in the heart of the Mobile-Tensaw River Delta, consisting of low emergent freshwater marsh with scattered trees, mainly black willow (Salix nigra). Recorded using iPhone 5s using internal microphone and Rode recording app.",none,success
XC240177,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,song,,,0.0,2014-04-27,07:29,,Rating,34.7916,-82.2509,240.0,,unknown,"Bird singing from Box elder tree on edge of scrubby wetland. Blue-winged Warbler sings at approx. 0:01, 0:31, 0:41, 0:53, 1:02 and 1:07. Recorded as iPhone voice memo (.m4a) and converted to .mp3.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Bird singing from Box elder tree on edge of scrubby wetland. Blue-winged Warbler sings at approx. 0:01, 0:31, 0:41, 0:53, 1:02 and 1:07. Recorded as iPhone voice memo (.m4a) and converted to .mp3.",Black-throated Blue Warbler Setophaga caerulescens,success
XC240258,Setophaga nigrescens,Setophaga,nigrescens,,Black-throated Grey Warbler,song,,,0.0,2015-04-11,09:30,,Rating,33.0409,-108.4983,1600.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC240404,,,,,,,,,0.0,,,,,,,,,,,,,,not_found
XC240406,,,,,,,,,0.0,,,,,,,,,,,,,,not_found
XC240675,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,song,,,0.0,2015-05-09,06:25,,Rating,40.125,-75.0701,50.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC240677,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,song,,,0.0,2015-05-09,06:30,,Rating,40.125,-75.0701,50.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC240731,Icterus galbula,Icterus,galbula,,Baltimore Oriole,song,,,0.0,2015-05-09,12:00,,Rating,35.0715,-90.1506,70.0,,unknown,Bird hear singing in tree from road. Located bird in cottonwood tree approximately 50 yards from road.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Bird hear singing in tree from road. Located bird in cottonwood tree approximately 50 yards from road.,none,success
XC240940,Setophaga striata,Setophaga,striata,,Blackpoll Warbler,song,,,0.0,2015-05-10,10:30,,Rating,34.9527,-90.2456,60.0,,unknown,Heard while walking down road. Used playback but bird was never seen. It was singing high in the canopy.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Heard while walking down road. Used playback but bird was never seen. It was singing high in the canopy.,none,success
XC240987,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,flight,,,0.0,2015-05-08,03:13,,Rating,40.0626,-75.1254,60.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC240988,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,flight,,,0.0,2015-05-05,02:08,,Rating,40.0626,-75.1254,60.0,,unknown,None given,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,None given,none,success
XC241102,Setophaga caerulescens,Setophaga,caerulescens,,Black-throated Blue Warbler,call,male,,0.0,2015-05-10,12:25,,Rating,38.6822,-104.7008,1700.0,,unknown,"The junco-like ""chip notes"" of a male Black-throated Blue Warbler in Area 7 of Fountain Creek Regional Park, west of the species' normal range.",Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"The junco-like ""chip notes"" of a male Black-throated Blue Warbler in Area 7 of Fountain Creek Regional Park, west of the species' normal range.
EDIT: I have changed ""Sound Types"" from ""song"" to ""call,"" per suggestion from Ian Cruickshank.",none,success
XC241103,Vermivora cyanoptera,Vermivora,cyanoptera,,Blue-winged Warbler,song,,,0.0,2015-05-09,06:30,,Rating,43.6178,-92.3113,380.0,,unknown,None given,Creative Commons Attribution-ShareAlike 4.0,None given,none,success
XC241108,Buteo platypterus,Buteo,platypterus,,Broad-winged Hawk,call,,,0.0,2015-05-09,06:30,,Rating,43.6178,-92.3113,380.0,,unknown,Calling twice from along the maple ridge trail.,Creative Commons Attribution-ShareAlike 4.0,Calling twice from along the maple ridge trail.,American Crow Corvus brachyrhynchos,success
XC241121,Setophaga ruticilla,Setophaga,ruticilla,,American Redstart,song,,,0.0,2015-05-09,06:30,,Rating,43.6178,-92.3113,380.0,,unknown,Singing from a tree in open area in campground.,Creative Commons Attribution-ShareAlike 4.0,Singing from a tree in open area in campground.,none,success
XC241134,Coccyzus erythropthalmus,Coccyzus,erythropthalmus,,Black-billed Cuckoo,song,,,0.0,2015-05-11,11:30,,Rating,41.186,-74.8501,130.0,,unknown,Response to whistled imitation by a bird about 15m up in Red Maple at field edge near Flat Brook.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,"Response to whistled imitation by a bird about 15m up in Red Maple at field edge near Flat Brook.
[img]",American Yellow Warbler Setophaga aestiva,success
XC241395,Setophaga striata,Setophaga,striata,,Blackpoll Warbler,song,,,0.0,2015-05-12,09:30,,Rating,34.9593,-89.9657,110.0,,unknown,Heard singing in mid canopy of backyard. Bird seen flitting around gleaning insects from oak trees.,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,Heard singing in mid canopy of backyard. Bird seen flitting around gleaning insects from oak trees.,none,success
