xc_id,species_scientific,species_english,country,location,latitude,longitude,date,time,recordist,quality,length,type,scraped_at,length_seconds,url,file_name
160917,Megaceryle alcyon,Belted Kingfisher,United States,"Orlando Wetlands, Christmas, Orange County, Florida",28.5785,,2013-11-10,08:38,Paul Marvin,B,0:05,call,2026-02-19T16:23:37.473836,,,
110080,Spatula discors,Blue-winged Teal,United States,"Burke County prairie potholes, North Dakota",48.731,,2012-06-08,11:00,Andrew Spencer,A,0:30,call,2026-02-19T16:23:38.996498,,,
234317,Cyanocitta cristata,Blue Jay,United States,"Yard, Croton, New York",41.1987,,2015-04-05,08:45,Daniel Parker,A,0:19,flight call,2026-02-19T16:23:40.589765,,,
335650,Pica hudsonia,Black-billed Magpie,United States,"Kevin Rim, Toole County, Montana",48.784,,2015-07-14,09:07,Thomas Magarian,C,1:16,call,2026-02-19T16:23:42.273819,,,
450764,Psaltriparus minimus,American Bushtit,United States,"Dairymart Ponds, San Diego County, California",32.5547,,2018-11-04,07:32,Paul Marvin,B,0:31,"alarm call, call",2026-02-19T16:23:43.866919,,,
429239,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Sherburne NWR, Sherburne, Minnesota",45.524,,2018-07-29,13:00,Greg Irving,B,1:09,begging call,2026-02-19T16:23:45.399782,,,
415782,Setophaga fusca,Blackburnian Warbler,Canada,"Midville Branch, Lunenburg County, Nova Scotia",44.4294,,2018-05-17,13:00,carmel smith,C,0:28,song,2026-02-19T16:23:46.918581,,,
264715,Empidonax alnorum,Alder Flycatcher,Ecuador,Napo: Archidona,-0.917,,1992-12-00,?,Paul Coopmans,B,0:11,call,2026-02-19T16:23:48.429459,,,
288983,Spinus tristis,American Goldfinch,United States,"Oxford, Lafayette County, Mississippi",34.4842,,2015-11-07,09:00,J.R. Rigby,A,0:29,call,2026-02-19T16:23:50.040594,,,
344281,Haliaeetus leucocephalus,Bald Eagle,United States,"River Lakes Conservation Area near Viera, Brevard Co, Florida",28.229,,2016-11-27,07:00,Paul Marvin,A,0:12,"call, flight call",2026-02-19T16:23:51.547740,,,
440254,Icterus bullockii,Bullock's Oriole,United States,"Willapa Trail, Chehalis, Lewis County, Washington",46.6469,,2018-06-14,14:00,Rachel Hudson,A,0:28,"begging call, call",2026-02-19T16:23:53.148570,,,
137042,Mniotilta varia,Black-and-white Warbler,United States,"Foothills Parkway, Walland, Tennessee",35.7143,,2013-06-04,08:00,Mike Nelson,B,0:30,"call, song",2026-02-19T16:23:54.668565,,,
122812,Myiarchus cinerascens,Ash-throated Flycatcher,United States,"San Simon Cienega, Cochise County, Arizona",32.084,,2008-09-21,08:11,Richard E. Webster,A,3:31,"call, calls, interaction calls",2026-02-19T16:23:56.189527,,,
205869,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Yellowjacket Canyon, Montezuma County, Colorado",37.3634,,2014-05-31,08:45,Eric DeFonso,A,0:51,call,2026-02-19T16:23:57.708171,,,
321550,Passerina caerulea,Blue Grosbeak,United States,"Fort Collins, Larimer County, Colorado",40.5475,,2016-06-12,08:20,Nick Komar,B,0:33,song,2026-02-19T16:23:59.469139,,,
452506,Calypte anna,Anna's Hummingbird,United States,"Gilbert Water Ranch/Riparian Preserve, Maricopa County, Arizona",33.3607,,2018-01-12,12:39,Paul Marvin,B,0:05,flight call,2026-02-19T16:24:00.993605,,,
436986,Strix varia,Barred Owl,United States,"Salmo Divide Trail, Colville National Forest, Pend Oreille Co., Washington",48.9552,,2018-09-21,20:00,Bruce Lagerquist,A,0:57,call,2026-02-19T16:24:02.505181,,,
132363,Archilochus alexandri,Black-chinned Hummingbird,United States,"Portal, Arizona",31.906,,2011-06-30,07:35,Richard E. Webster,B,0:08,"call, interaction calls",2026-02-19T16:24:03.981248,,,
324485,Certhia americana,Brown Creeper,United States,"South Fork Cave Creek Canyon, Chiricahua Mountains, Cochise County, Arizona",31.853,,2016-05-22,06:12,Richard E. Webster,B,0:03,song,2026-02-19T16:24:05.548119,,,
256898,Icterus bullockii,Bullock's Oriole,United States,"Portal, Arizona",31.906,,2013-04-26,06:26,Richard E. Webster,B,4:52,call,2026-02-19T16:24:07.066937,,,
172956,Setophaga striata,Blackpoll Warbler,United States,"Appalachian Trail - Saddleback Mountain, Franklin Co, Maine",44.9194,,2012-05-26,10:51,Paul Marvin,A,0:49,song,2026-02-19T16:24:08.617250,,,
385185,Setophaga fusca,Blackburnian Warbler,United States,"Elsen's Hill, DuPage County, Illinois",41.8605,,2017-09-04,09:02,Matt Wistrand,A,0:01,flight call,2026-02-19T16:24:10.072493,,,
175039,Poecile atricapillus,Black-capped Chickadee,Canada,"Marais Léon-Provancher, Portneuf, Québec",46.7179,,2014-04-18,09:04,Martin St-Michel,A,1:00,"call, flight call",2026-02-19T16:24:11.675515,,,
319839,Icterus galbula,Baltimore Oriole,Canada,"Centre d'interprétation du Ruisseau McFee, Venise-en-Québec, Le Haut-Richelieu, Québec",45.064,,2016-05-24,15:20,Martin St-Michel,B,1:33,call,2026-02-19T16:24:13.227586,,,
380185,Riparia riparia,Sand Martin,Switzerland,"Müntschemier, Erlach, Bern",46.9986,,2017-07-08,07:30,Jerome Fischer,B,0:05,flight call,2026-02-19T16:24:14.681026,,,
323143,Spizella breweri,Brewer's Sparrow,United States,"Stateline Road, near Portal, Arizona",31.8623,,2015-05-01,06:58,Paul Marvin,B,4:20,"call, song",2026-02-19T16:24:16.188619,,,
109602,Sayornis nigricans,Black Phoebe,United States,"Linda Vista Park, Santa Clara, California",37.3062,,2012-09-03,07:09,Jonathon Jongsma,B,2:58,song,2026-02-19T16:24:17.707324,,,
217808,Icterus galbula,Baltimore Oriole,United States,"Wyalusing State Park, Wisconsin",42.9734,,2011-05-20,06:53,Paul Marvin,B,1:30,call,2026-02-19T16:24:19.392215,,,
377394,Riparia riparia,Sand Martin,Germany," Kiesgrube near  Hurlach,  near Kaufering, Oberbayern, Bayern",48.1138,,2017-05-28,19:22,Beatrix Saadi-Varchmin,B,0:02,flight call,2026-02-19T16:24:21.028344,,,
253397,Passerina caerulea,Blue Grosbeak,United States,"White Rocks/Dry Creek Trail Area, Boulder County, Colorado",40.0457,,2015-05-31,07:28,Eric DeFonso,A,1:42,song,2026-02-19T16:24:22.503872,,,
138610,Toxostoma rufum,Brown Thrasher,United States,"Savannah, Chatham, Georgia",31.9475,,2013-06-16,12:00,Russ Wigh,A,0:36,song,2026-02-19T16:24:24.026453,,,
265077,Pica hudsonia,Black-billed Magpie,United States,"Brooks Camp Fish Freezer, Katmai National Park, AK",58.5548,,2010-08-11,16:07,NPS,C,0:42,call,2026-02-19T16:24:25.547478,,,
255631,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Poway, San Diego County, California",33.0167,,2015-07-06,18:36,Joshua Jaeger,A,0:37,"call, song",2026-02-19T16:24:27.162886,,,
263374,Icterus bullockii,Bullock's Oriole,United States,"Portal, Arizona",31.906,,2015-05-19,04:53,Richard E. Webster,A,6:10,"call, dawn song",2026-02-19T16:24:28.667444,,,
368539,Vireo solitarius,Blue-headed Vireo,United States,"Peveto Woods Sanctuary, Cameron Par., LA",29.758,,2017-04-13,17:30,Dan Lane,B,0:19,alarm call,2026-02-19T16:24:30.371869,,,
417455,Vermivora cyanoptera,Blue-winged Warbler,United States,"Shawnee State Forest, Scioto County, Ohio",38.7047,,2018-05-05,08:20,Sue Riffe,B,0:11,song,2026-02-19T16:24:32.110499,,,
141213,Mniotilta varia,Black-and-white Warbler,United States,"Brendan T Byrne SF, NJ",39.8912,,2007-06-24,09:00,Paul Driver,B,0:17,song,2026-02-19T16:24:33.628209,,,
115430,Spizelloides arborea,American Tree Sparrow,United States,"Dordt College Prairie, Sioux, Iowa",43.0802,,2012-12-24,11:30,Jonathon Jongsma,B,0:24,call,2026-02-19T16:24:35.082497,,,
125168,Spizella breweri,Brewer's Sparrow,United States,"Hunter Mountain, Death Valley National Park, Inyo County",36.548,,1995-05-12,?,Richard E. Webster,A,0:12,song,2026-02-19T16:24:36.588632,,,
206849,Chroicocephalus philadelphia,Bonaparte's Gull,United States,"Arcata, Humboldt County, California",40.8702,,2014-12-17,12:14,Elias Aristides Elias,B,0:15,call,2026-02-19T16:24:38.107826,,,
149225,Spizella breweri,Brewer's Sparrow,United States,"Marble Hot Springs Road, Loyalton, CA",39.7582,,2013-06-09,7:38,Thomas G. Graves,A,1:01,song,2026-02-19T16:24:39.653683,,,
177836,Mniotilta varia,Black-and-white Warbler,United States,"Yard, Croton, New York",41.1987,,2014-05-10,08:00,Daniel Parker,B,2:31,song,2026-02-19T16:24:41.148866,,,
353665,Sayornis nigricans,Black Phoebe,United States,"Devereaux Slough, Santa Barbara County, California",34.4146,,2016-08-23,10:30,Antonio Xeira,B,0:08,song,2026-02-19T16:24:42.803115,,,
205514,Spinus tristis,American Goldfinch,United States,"Park Point area, Duluth, Minnesota",46.7161,,2014-10-22,09:02,Paul Marvin,B,0:14,flight call,2026-02-19T16:24:44.331852,,,
183580,Calypte anna,Anna's Hummingbird,Canada,"Saanich (near  Victoria), Capital, British Columbia",48.4956,,2014-06-24,10:00,Ian Cruickshank,C,0:17,"call, wing sounds",2026-02-19T16:24:45.868211,,,
149399,Psaltriparus minimus,American Bushtit,United States,"Otay Lakes, San Diego Co., California",32.6287,,2012-02-22,10:07,Paul Marvin,A,1:04,call,2026-02-19T16:24:47.396637,,,
205952,Vermivora cyanoptera,Blue-winged Warbler,United States,"Welchester Tree Grant Park, Golden, Jefferson County, Colorado",39.7308,,2014-06-11,07:13,Eric DeFonso,B,2:22,song,2026-02-19T16:24:49.687548,,,
189044,Empidonax alnorum,Alder Flycatcher,Canada,"Luyben Mainline Access Road, Liard Highway, British Columbia",59.0988,,2014-06-15,15:05,Richard E. Webster,A,2:10,call,2026-02-19T16:24:51.228607,,,
173282,Polioptila caerulea,Blue-grey Gnatcatcher,United States,"Tosohatchee Wildlife Management Area, Orange County, Florida",28.5037,,2014-04-01,09:01,Paul Marvin,A,9:31,"call, bill snaps",2026-02-19T16:24:52.827874,,,
1059664,Sialia sialis,Eastern Bluebird,United States,"Green Township (near  Cincinnati), Hamilton County, Ohio",,,2025-09-10,08:24,David A. Brinkman,A,2:13,,,133.0,//xeno-canto.org/1059664,XC1059664-EABL-Sep-10-2025-Home-Hamilton-OH-aud.mp3
1045482,Sialia sialis,Eastern Bluebird,United States,"Newlin Township (near  West Chester), Chester County, Pennsylvania",,,2025-10-04,09:47,Paul Driver,A,0:41,,,41.0,//xeno-canto.org/1045482,XC1045482-EASTERN-BLUEBIRD-Cheslen-Preserve-W-Chester-PA-9.47am-10042025.mp3
1027243,Sialia sialis,Eastern Bluebird,United States,"Busti (near  Jamestown), Chautauqua County, New York",,,2025-07-06,05:30,Jim Berry,A,2:23,,,143.0,//xeno-canto.org/1027243,XC1027243-250706_T0135_Eastern_Bluebird_Jamestown-(2).wav
1014698,Sialia sialis,Eastern Bluebird,Canada,"La Côte-de-Beaupré (near  La Barrière-du-Maurice), Capitale-Nationale, Québec",,,2025-06-04,06:30,Stanislas Wroza,A,0:52,,,52.0,//xeno-canto.org/1014698,XC1014698-Merlebleu-de-l-Est-chant-et-cris-+-filtered.wav
1014697,Sialia sialis,Eastern Bluebird,Canada,"La Côte-de-Beaupré (near  La Barrière-du-Maurice), Capitale-Nationale, Québec",,,2025-06-04,06:30,Stanislas Wroza,A,1:04,,,64.0,//xeno-canto.org/1014697,XC1014697-Merlebleu-de-l-Est-chant-+.wav
1014696,Sialia sialis,Eastern Bluebird,Canada,"La Côte-de-Beaupré (near  La Barrière-du-Maurice), Capitale-Nationale, Québec",,,2025-06-04,06:30,Stanislas Wroza,A,0:11,,,11.0,//xeno-canto.org/1014696,XC1014696-Merlebleu-de-l-Est-cri-chatter-+.wav
890154,Sialia sialis,Eastern Bluebird,United States,"Upper Hawksbill Trailhead, Shenandoah NP, Madison County, Virginia",,,2024-02-22,10:54,Thomas Magarian,A,0:18,,,18.0,//xeno-canto.org/890154,XC890154-EABL_WBNU_2024-02-22_Upper_Hawksbill_Trailhead_SNP_1054(2).wav
890151,Sialia sialis,Eastern Bluebird,United States,"Upper Hawksbill Trailhead, Shenandoah NP, Madison County, Virginia",,,2024-02-22,10:51,Thomas Magarian,A,0:23,,,23.0,//xeno-canto.org/890151,XC890151-EABL_CACH_2024-02-22_Upper_Hawksbill_Trailhead_SNP_1051(2).wav
890150,Sialia sialis,Eastern Bluebird,United States,"Upper Hawksbill Trailhead, Shenandoah NP, Madison County, Virginia",,,2024-02-22,10:52,Thomas Magarian,A,0:26,,,26.0,//xeno-canto.org/890150,XC890150-EABL_2024-02-22_Upper_Hawksbill_Trailhead_SNP_1052(2).wav
890146,Sialia sialis,Eastern Bluebird,United States,"Upper Hawksbill Trailhead, Shenandoah NP, Madison County, Virginia",,,2024-02-22,10:50,Thomas Magarian,A,0:28,,,28.0,//xeno-canto.org/890146,XC890146-EABL_2024-02-22_Upper_Hawksbill_Trailhead_SNP_1050(2).wav
844282,Sialia sialis,Eastern Bluebird,United States,"Richardson Nature Center, Hennepin, Minnesota",,,2023-07-02,06:00,Michael Hurben,A,1:02,,,62.0,//xeno-canto.org/844282,XC844282-590273201.wav
824503,Sialia sialis,Eastern Bluebird,United States,"Ensign Township (near  Gladstone), Delta County, Michigan",,,2023-08-21,11:00,Valerie Heemstra,A,3:15,,,195.0,//xeno-canto.org/824503,XC824503-MIXPRE-13785East.BluebirdChwitandChattercalls8-21-23Stoningtonoff513.mp3
712412,Sialia sialis,Eastern Bluebird,United States,"Avon Park Air Force Range, Avon Park, Polk County, Florida",,,2022-03-27,06:43,Patrick J. Blake,A,1:22,,,82.0,//xeno-canto.org/712412,XC712412-EasternBluebird_USA_27Mar2022_PJB.mp3
638302,Sialia sialis,Eastern Bluebird,United States,"HBHS Hollis, Hillsborough County, New Hampshire",,,2021-03-21,09:00,Christopher McPherson,A,0:39,,,39.0,//xeno-canto.org/638302,XC638302-Eastern Bluebird_21Mar2021_HBHS Hollis NH.mp3
626711,Sialia sialis,Eastern Bluebird,United States,"Bernards (near  Basking Ridge), Somerset County, New Jersey",,,2021-03-05,07:00,William Whitehead,A,0:52,,,52.0,//xeno-canto.org/626711,XC626711-Bluebird3.mp3
608740,Sialia sialis,Eastern Bluebird,United States,"HBHS Hollis, Hillsborough County, New Hampshire",,,2020-12-13,11:00,Christopher McPherson,A,0:22,,,22.0,//xeno-canto.org/608740,XC608740-Eastern Bluebird_13Dec2020_HBHS Hollis NH.mp3
604632,Sialia sialis,Eastern Bluebird,United States,"Skidaway Island, Chatham County, GA USA",,,2020-11-22,10:30,Russ Wigh,A,0:30,,,30.0,//xeno-canto.org/604632,XC604632-Eastern Bluebirds winter flock.mp3
601013,Sialia sialis,Eastern Bluebird,United States,"Lancy Brook Wetlands Brookline / Mason, Hillsborough County, New Hampshire",,,2020-10-31,10:30,Christopher McPherson,A,1:06,,,66.0,//xeno-canto.org/601013,XC601013-Eastern Bluebird_31Oct2020_Lancy Brook Brookline NH.mp3
601011,Sialia sialis,Eastern Bluebird,United States,"HBHS Hollis, Hillsborough County, New Hampshire",,,2020-04-08,09:00,Christopher McPherson,A,0:27,,,27.0,//xeno-canto.org/601011,XC601011-Eastern Bluebird_08Mar2020_Hollis NH.mp3
601010,Sialia sialis,Eastern Bluebird,United States,"Woodmont Orchard Hollis, Hillsborough County, New Hampshire",,,2020-06-05,10:00,Christopher McPherson,A,1:42,,,102.0,//xeno-canto.org/601010,XC601010-Eastern Bluebird_05Jun2020_Woodmont Orchard Hollis NH.mp3
599325,Sialia sialis,Eastern Bluebird,United States,"HBHS Hollis, Hillsborough County, New Hampshire",,,2019-07-14,10:30,Christopher McPherson,A,0:24,,,24.0,//xeno-canto.org/599325,XC599325-Eastern Bluebird_14Jul2019_HBHS_Hollis_NH.mp3
589468,Sialia sialis,Eastern Bluebird,United States,"MCCLELLANVLE, Charleston County, South Carolina",,,2013-04-09,11:30,Bernard BOUSQUET,A,0:07,,,7.0,//xeno-canto.org/589468,XC589468-029 - STE-017 Merleble pour XC.mp3
570650,Sialia sialis,Eastern Bluebird,United States,"Hendrix Habitat - Fairview, Williamson County, Tennessee",,,2020-06-21,04:30,Brian Hendrix,A,0:49,,,49.0,//xeno-canto.org/570650,XC570650-20200621_0436.mp3
570566,Sialia sialis,Eastern Bluebird,United States,"Skidaway Island, Chatham County, GA USA",,,2019-06-16,05:30,Russ Wigh,A,0:24,,,24.0,//xeno-canto.org/570566,XC570566-Eastern Bluebird at Dawn.mp3
570310,Sialia sialis,Eastern Bluebird,United States,"Hendrix Habitat - Fairview, Williamson County, Tennessee",,,2020-06-20,04:30,Brian Hendrix,A,0:36,,,36.0,//xeno-canto.org/570310,XC570310-20200620_0427.mp3
502284,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2019-07-29,11:13,Richard E. Webster,A,1:24,,,84.0,//xeno-canto.org/502284,XC502284-BLUEBIR_Eastern_s_interact Mesa El Campanero 2100m 072919 1113.mp3
502283,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2019-07-29,11:15,Richard E. Webster,A,6:33,,,393.0,//xeno-canto.org/502283,XC502283-BLUEBIR_Eastern Mesa El Campanero 2100m 072919 1115.mp3
502282,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2019-07-29,06:40,Richard E. Webster,A,1:00,,,60.0,//xeno-canto.org/502282,XC502282-BLUEBIR_Eastern Mesa El Campanero 2100m 072919 0640.mp3
498959,Sialia sialis,Eastern Bluebird,United States,"Saucier propery, Plaucheville, Avoyelles Parish, Louisiana",,,2017-12-21,09:00,Jacob Saucier,A,0:37,,,37.0,//xeno-canto.org/498959,XC498959-LA2017 JRS 53_a_xc.mp3
481975,Sialia sialis,Eastern Bluebird,United States,"Skidaway Island, Chatham County, GA USA",,,2019-06-17,16:30,Russ Wigh,A,0:29,,,29.0,//xeno-canto.org/481975,XC481975-Eastern Bluebird alarm note.mp3
481623,Sialia sialis,Eastern Bluebird,United States,"Skidaway Island, Chatham County, GA USA",,,2019-06-16,06:00,Russ Wigh,A,0:24,,,24.0,//xeno-canto.org/481623,XC481623-Eastern Bluebird at Dawn.mp3
452141,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2006-07-10,06:40,Richard E. Webster,A,2:31,,,151.0,//xeno-canto.org/452141,XC452141-BLUEBIR_Eastern fulva Mesa del C Yecora 2000m 071006 0640.mp3
452139,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2006-07-10,06:45,Richard E. Webster,A,1:20,,,80.0,//xeno-canto.org/452139,XC452139-BLUEBIR_Eastern fulva 2nd Mesa del C Yecora 2000m 071006 0645.mp3
439868,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2018-05-17,07:08,Richard E. Webster,A,1:12,,,72.0,//xeno-canto.org/439868,XC439868-BLUEBIR_Eastern_s_flight Mesa del Campanero 2100m 051718 0708.mp3
439864,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2018-05-17,06:23,Richard E. Webster,A,6:05,,,365.0,//xeno-canto.org/439864,XC439864-BLUEBIR_Eastern Mesa del Campanero 2100m 051718 0623.mp3
420915,Sialia sialis,Eastern Bluebird,United States,"Finger Lakes National Forest, New York",,,2018-06-16,07:00,GABRIEL LEITE,A,0:53,,,53.0,//xeno-canto.org/420915,XC420915-Sialia sialis_Finger_ML0282224.mp3
409000,Sialia sialis,Eastern Bluebird,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",,,2017-02-20,09:57,Frank Lambert,A,0:23,,,23.0,//xeno-canto.org/409000,XC409000-Sialia_sialis_nom-FL pair CadyRd Grasslake MI 20Feb17 9.57am LS111643a.mp3
408999,Sialia sialis,Eastern Bluebird,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",,,2017-02-25,13:39,Frank Lambert,A,1:15,,,75.0,//xeno-canto.org/408999,XC408999-Sialia_sialis_nom-FL male CadyRd Grasslake MI 25Feb17 1.39pm LS111648a.mp3
408998,Sialia sialis,Eastern Bluebird,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",,,2017-02-20,09:56,Frank Lambert,A,0:49,,,49.0,//xeno-canto.org/408998,XC408998-Sialia_sialis_nom-FL male CadyRd Grasslake MI 20Feb17 9.56am LS111642a.mp3
408997,Sialia sialis,Eastern Bluebird,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",,,2017-02-20,09:55,Frank Lambert,A,1:00,,,60.0,//xeno-canto.org/408997,XC408997-Sialia_sialis_nom-FL male CadyRd Grasslake MI 20Feb17 9.55am LS111641a.mp3
408996,Sialia sialis,Eastern Bluebird,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",,,2017-02-20,09:53,Frank Lambert,A,0:43,,,43.0,//xeno-canto.org/408996,XC408996-Sialia_sialis_nom-FL male CadyRd Grasslake MI 20Feb17 9.53am LS111640a.mp3
408995,Sialia sialis,Eastern Bluebird,United States,"Cobb Lake area, Norvell Township, Jackson County, Michigan",,,2017-02-20,09:52,Frank Lambert,A,1:20,,,80.0,//xeno-canto.org/408995,XC408995-Sialia_sialis_nom-FL male CadyRd Grasslake MI 20Feb17 9.52am LS111639a.mp3
378953,Sialia sialis,Eastern Bluebird,United States,"Skidaway Island, Chatham County, GA USA",,,2017-07-08,06:00,Russ Wigh,A,1:05,,,65.0,//xeno-canto.org/378953,XC378953-Eastern Bluebird.mp3
376223,Sialia sialis,Eastern Bluebird,United States,"New Jersey (near  Franklin Township), Somerset County, New Jersey",,,2017-06-16,09:00,William Whitehead,A,0:27,,,27.0,//xeno-canto.org/376223,XC376223-Bluebird.mp3
367784,Sialia sialis,Eastern Bluebird,Nicaragua,"Pinares de San Rafael del Norte, Jinotega, Nicaragua",,,2017-03-07,13:00,Nick Komar,A,3:04,,,184.0,//xeno-canto.org/367784,XC367784-NICA Eastern Bluebird male song 1330 170307 hpf NK.mp3
337449,Sialia sialis,Eastern Bluebird,Mexico,"Mesa El Campanero, Yécora, Sonora",,,2013-08-16,07:40,Richard E. Webster,A,0:51,,,51.0,//xeno-canto.org/337449,XC337449-BLUEBIR_Eastern_c_rattle R MPO fuss fulva Mesa de Campanero 2000m 081613 0740.mp3
337447,Sialia sialis,Eastern Bluebird,Mexico,"near Maicoba, Sonora",,,2013-08-15,15:38,Richard E. Webster,A,3:06,,,186.0,//xeno-canto.org/337447,XC337447-BLUEBIR_Eastern_c (sev types) fulva Maycoba 1500m 081513 1538.mp3
301392,Sialia sialis,Eastern Bluebird,United States,"Michigan, Kensington Metropark",,,2015-11-04,12:00,Antonio Xeira,A,0:27,,,27.0,//xeno-canto.org/301392,XC301392-151104_0493 1200 Kensington Park EastBluBird.MP3
180252,Sialia sialis,Eastern Bluebird,United States,"Trail Wood Sanctuary, Hampton, Windham County, Connecticut",,,2014-05-25,17:30,Jorge de Leon Cardozo and Susan Hochgraf,A,0:32,,,32.0,//xeno-canto.org/180252,"XC180252-Eastern Bluebird fledgling calling to nearby parents, Trail Wood Sanctuary Monument meadow, May 25 2014 afternoon after rain shower.MP3"
180249,Sialia sialis,Eastern Bluebird,United States,"Trail Wood Sanctuary, Hampton, Windham County, Connecticut",,,2014-05-25,17:30,Jorge de Leon Cardozo and Susan Hochgraf,A,0:13,,,13.0,//xeno-canto.org/180249,"XC180249-Eastern Bluebird female calling (three fledglings and male nearby) Trail Wood Sanctuary Monument meadow, May 25 2014 afternoon after rain shower.MP3"
179669,Sialia sialis,Eastern Bluebird,United States,"Murphy-Hanrehan Park Reserve, Dakota, Minnesota",,,2014-05-25,07:15,Jonathon Jongsma,A,0:30,,,30.0,//xeno-canto.org/179669,XC179669-JMJ-20140525-072054-140525_14-USA-MN-MurphyHanrehan-EABL.mp3
171698,Sialia sialis,Eastern Bluebird,United States,"Richardson Nature Center, Hennepin, Minnesota",,,2014-03-30,07:30,Jonathon Jongsma,A,13:17,,,797.0,//xeno-canto.org/171698,XC171698-JMJ-20140330-072114-1465-USA-MN-RichardsonNatureCenter-EABL-perched.mp3
167838,Sialia sialis,Eastern Bluebird,United States,"Tosohatchee Wildlife Management Area, Orange County, Florida",,,2014-02-17,09:17,Paul Marvin,A,6:04,,,364.0,//xeno-canto.org/167838,"XC167838-Eastern Bluebird seen on tall wires with stop on trees, flight to trees at 1min50sec, flight also 3min08sec -FL, Tosohatchee, February 17, 2014, 0926 AM.mp3"
139431,Sialia sialis,Eastern Bluebird,United States,"Three Lakes WMA, Kenansville, Osceola, Florida",,,2013-06-20,06:46,Paul Marvin,A,1:22,,,82.0,//xeno-canto.org/139431,"XC139431-Eastern Bluebird FL, Three Lakes WMA, June 20, 2013, 0646 AM.mp3"
139430,Sialia sialis,Eastern Bluebird,United States,"Three Lakes WMA, Kenansville, Osceola, Florida",,,2013-06-20,07:13,Paul Marvin,A,0:48,,,48.0,//xeno-canto.org/139430,"XC139430-Eastern Bluebird FL, Three Lakes WMA, June 20, 2013, 0621 AM.mp3"
137538,Sialia sialis,Eastern Bluebird,Canada,"Saint-Aimé-des-Lacs, Charlevoix-Est, Québec",,,2013-06-01,08:27,Martin St-Michel,A,1:04,,,64.0,//xeno-canto.org/137538,XC137538-Eastern Bluebird (Saint-Aimé-des-Lacs-2013-06-01-08h27) LS111765.mp3
70120,Sialia sialis,Eastern Bluebird,United States,"Huntingdon Valley, PA",,,2010-10-17,9.10am,Paul Driver,A,0:55,,,55.0,//xeno-canto.org/70120,EASTERN BLUEBIRD flock1 PERT PA 101710.mp3
18392,Sialia sialis,Eastern Bluebird,United States,"Sewanee, Franklin County, Tennessee",,,2008-03-09,11:13,Chris Parrish,A,1:02,,,62.0,//xeno-canto.org/18392,cp0566_Sialia_sialis_09mar2008_Sewanee.mp3
18391,Sialia sialis,Eastern Bluebird,United States,"Sewanee, Franklin County, Tennessee",,,2008-03-09,10:21,Chris Parrish,A,0:50,,,50.0,//xeno-canto.org/18391,cp0561j_xc_Sialia_sialis_09mar2008_Sewanee.mp3
1374,Sialia sialis,Eastern Bluebird,United States,"Aiken Gopher Tortoise HP, SC",,,2005-06-18,?,Robin Carter,A,0:10,,,10.0,//xeno-canto.org/1374,EBluebird20050618X006.mp3
1050317,Sialia sialis,Eastern Bluebird,United States,"Upper Moreland (near  Bryn Athyn), Montgomery County, Pennsylvania",,,2025-10-25,08:26,Paul Driver,B,1:11,,,71.0,//xeno-canto.org/1050317,XC1050317-EASTERN-BLUEBIRD-PERT-PA-8.26am-10252025.mp3
1050316,Sialia sialis,Eastern Bluebird,United States,"Upper Moreland (near  Bryn Athyn), Montgomery County, Pennsylvania",,,2025-10-25,08:19,Paul Driver,B,1:33,,,93.0,//xeno-canto.org/1050316,XC1050316-EASTERN-BLUEBIRD-PERT-PA-8.19am-10252025.mp3
1014928,Sialia sialis,Eastern Bluebird,Canada,"La Haute-Yamaska (near  Granby), Estrie, Québec",,,2025-06-06,18:30,Stanislas Wroza,B,0:35,,,35.0,//xeno-canto.org/1014928,XC1014928-Merlebleu-de-l-Est-cris-et-fragments-de-chants-.wav
1007781,Sialia sialis,Eastern Bluebird,United States,"Crosby Township (near  Harrison), Hamilton County, Ohio",,,2024-03-13,11:55,David A. Brinkman,B,0:09,,,9.0,//xeno-canto.org/1007781,XC1007781-EABL-Mar-13-2024-MWF-OH-aud.mp3
